,Nro Comprobante,Fecha,Total,ID_cliente
8847,FAC B0003-00001189,2021-03-08,212.45,362
8848,FAC B0003-00001190,2021-03-08,998.98,362
8849,FAC B0003-00001191,2021-03-08,998.98,362
8850,FAC B0003-00001192,2021-03-08,366.29,362
8851,FAC B0003-00001193,2021-03-08,998.98,362
8852,FAC B0003-00001194,2021-03-08,998.98,362
8853,FAC B0003-00001195,2021-03-08,998.98,362
8854,FAC B0003-00001196,2021-03-08,241.54,362
8855,FAC B0003-00001197,2021-03-09,486.11,463
8856,FAC B0003-00001198,2021-03-09,998.98,47
8857,FAC B0003-00001199,2021-03-09,484.65,47
8858,FAC B0003-00001200,2021-03-09,155.43,47
8859,FAC B0003-00001201,2021-03-09,998.98,552
8860,FAC B0003-00001202,2021-03-09,214.33,552
8861,FAC B0003-00001203,2021-03-09,998.98,593
8862,FAC B0003-00001204,2021-03-09,998.98,593
8863,FAC B0003-00001205,2021-03-09,964.49,593
8864,FAC B0003-00001206,2021-03-10,497.53,229
8865,FAC B0003-00001207,2021-03-10,998.98,543
8866,FAC B0003-00001208,2021-03-10,998.98,543
8867,FAC B0003-00001209,2021-03-10,998.98,543
8868,FAC B0003-00001210,2021-03-10,32.23,543
8869,FAC B0003-00001211,2021-03-10,998.98,515
8870,FAC B0003-00001212,2021-03-10,775.41,515
8871,FAC B0003-00001213,2021-03-10,998.98,846
8872,FAC B0003-00001214,2021-03-10,638.55,846
8873,FAC B0003-00001215,2021-03-10,998.98,202
8874,FAC B0003-00001216,2021-03-10,998.98,202
8875,FAC B0003-00001217,2021-03-10,226.75,202
8876,FAC B0003-00001218,2021-03-11,859.28,625
8877,FAC B0003-00001219,2021-03-12,102.16,541
8878,FAC B0003-00001220,2021-03-12,235.76,541
8879,FAC B0003-00001221,2021-03-12,392.36,209
8880,FAC B0003-00001222,2021-03-12,998.98,209
8881,FAC B0003-00001223,2021-03-12,245.64,209
8882,FAC B0003-00001224,2021-03-12,724.7,769
8883,FAC B0003-00001225,2021-03-15,409.02,747
8884,FAC B0003-00001226,2021-03-15,290.1,747
8885,FAC B0003-00001227,2021-03-15,767.93,538
8886,FAC B0003-00001228,2021-03-15,24.44,871
8887,FAC B0003-00001229,2021-03-15,676.94,871
8888,FAC B0003-00001230,2021-03-17,825.37,763
8889,FAC B0003-00001231,2021-03-17,998.98,763
8890,FAC B0003-00001232,2021-03-17,998.98,763
8891,FAC B0003-00001233,2021-03-17,189.78,763
8892,FAC B0003-00001234,2021-03-17,81.67,75
8893,FAC B0003-00001235,2021-03-22,457.38,657
8894,FAC B0003-00001236,2021-03-23,328.68,596
8895,FAC B0003-00001237,2021-03-25,444.15,324
8896,FAC B0003-00001238,2021-03-26,998.98,133
8897,FAC B0003-00001239,2021-03-26,125.65,133
8898,FAC B0003-00001240,2021-03-31,149.3,733
8899,FAC B0003-00001241,2021-03-31,998.98,588
8900,FAC B0003-00001242,2021-03-31,109.81,588
8901,FAC B0003-00001243,2021-04-05,998.98,791
8902,FAC B0003-00001244,2021-04-05,998.98,791
8903,FAC B0003-00001245,2021-04-05,282.45,791
8904,FAC B0003-00001246,2021-04-05,1.42,846
8905,FAC B0003-00001247,2021-04-06,268.66,324
8906,FAC B0003-00001248,2021-04-06,998.98,648
8907,FAC B0003-00001249,2021-04-06,697.1,648
8908,FAC B0003-00001250,2021-04-09,998.98,758
8909,FAC B0003-00001251,2021-04-09,998.98,758
8910,FAC B0003-00001252,2021-04-09,390.87,758
8911,FAC B0003-00001253,2021-04-10,998.98,747
8912,FAC B0003-00001254,2021-04-10,472.33,747
8913,FAC B0003-00001255,2021-04-12,998.98,515
8914,FAC B0003-00001256,2021-04-12,775.41,515
8915,FAC B0003-00001257,2021-04-13,998.98,740
8916,FAC B0003-00001258,2021-04-13,106.14,740
8917,FAC B0003-00001259,2021-04-13,46.99,740
8918,FAC B0003-00001260,2021-04-14,578.86,538
8919,FAC B0003-00001261,2021-04-14,619.2,625
8920,FAC B0003-00001262,2021-04-14,809.35,625
8921,FAC B0003-00001263,2021-04-16,998.98,75
8922,FAC B0003-00001264,2021-04-16,862.0,75
8923,FAC B0003-00001265,2021-04-20,998.98,10
8924,FAC B0003-00001266,2021-04-20,564.58,10
8925,FAC B0003-00001267,2021-04-21,36.23,508
8926,FAC B0003-00001268,2021-04-21,488.68,508
8927,FAC B0003-00001269,2021-04-23,554.11,588
8928,FAC B0003-00001270,2021-04-23,182.44,588
8929,FAC B0003-00001271,2021-04-26,448.03,657
8930,FAC B0003-00001272,2021-04-30,627.08,596
8931,FAC B0003-00001273,2021-04-30,998.98,862
8932,FAC B0003-00001274,2021-04-30,978.51,862
8933,FAC B0003-00001275,2021-04-30,441.45,862
8934,FAC B0003-00001276,2021-04-30,998.98,791
8935,FAC B0003-00001277,2021-04-30,998.98,791
8936,FAC B0003-00001278,2021-04-30,298.7,791
8937,FAC B0003-00001279,2021-04-30,198.0,733
8938,FAC B0003-00001280,2021-05-03,998.98,846
8939,FAC B0003-00001281,2021-05-03,247.25,846
8940,FAC B0003-00001282,2021-05-03,349.96,933
8941,FAC B0003-00001283,2021-05-04,783.13,596
8942,FAC B0003-00001284,2021-05-06,998.98,758
8943,FAC B0003-00001285,2021-05-06,998.98,758
8944,FAC B0003-00001286,2021-05-06,390.87,758
8945,FAC B0003-00001287,2021-05-10,486.11,463
8946,FAC B0003-00001288,2021-05-10,333.12,75
8947,FAC B0003-00001289,2021-05-10,864.44,625
8948,FAC B0003-00001290,2021-05-10,998.98,515
8949,FAC B0003-00001291,2021-05-10,760.47,515
8950,FAC B0003-00001292,2021-05-14,998.98,209
8951,FAC B0003-00001293,2021-05-14,18.9,209
8952,FAC B0003-00001294,2021-05-17,860.49,10
8953,FAC B0003-00001295,2021-05-17,121.38,10
8954,FAC B0003-00001296,2021-05-26,304.38,657
8955,FAC B0003-00001297,2021-05-26,590.52,588
8956,FAC B0003-00001298,2021-05-31,893.66,871
8957,FAC B0003-00001299,2021-05-31,998.98,791
8958,FAC B0003-00001300,2021-05-31,998.98,791
8959,FAC B0003-00001301,2021-05-31,683.5,791
8960,FAC B0003-00001302,2021-05-31,247.77,791
8961,FAC B0003-00001303,2021-05-31,235.18,733
8962,FAC B0003-00001304,2021-06-01,998.98,846
8963,FAC B0003-00001305,2021-06-01,491.63,846
8964,FAC B0003-00001306,2021-06-01,299.95,508
8965,FAC B0003-00001307,2021-06-01,795.1,75
8966,FAC B0003-00001308,2021-06-02,998.98,862
8967,FAC B0003-00001309,2021-06-02,784.23,862
8968,FAC B0003-00001310,2021-06-04,998.98,10
8969,FAC B0003-00001311,2021-06-04,424.02,10
8970,FAC B0003-00001312,2021-06-04,10.0,10
8971,FAC B0003-00001313,2021-06-07,998.98,758
8972,FAC B0003-00001314,2021-06-07,998.98,758
8973,FAC B0003-00001315,2021-06-07,390.87,758
8974,FAC B0003-00001316,2021-06-09,998.98,747
8975,FAC B0003-00001317,2021-06-09,881.37,747
8976,FAC B0003-00001318,2021-06-10,162.34,47
8977,FAC B0003-00001319,2021-06-10,593.06,47
8978,FAC B0003-00001320,2021-06-11,486.11,463
8979,FAC B0003-00001321,2021-06-11,195.17,769
8980,FAC B0003-00001322,2021-06-11,991.05,769
8981,FAC B0003-00001323,2021-06-14,449.06,209
8982,FAC B0003-00001324,2021-06-14,998.98,209
8983,FAC B0003-00001325,2021-06-14,998.98,209
8984,FAC B0003-00001326,2021-06-14,998.98,209
8985,FAC B0003-00001327,2021-06-14,424.87,209
8986,FAC B0003-00001328,2021-06-18,998.98,541
8987,FAC B0003-00001329,2021-06-18,538.93,541
8988,FAC B0003-00001330,2021-06-29,718.66,354
8989,FAC B0003-00001331,2021-06-30,998.98,791
8990,FAC B0003-00001332,2021-06-30,945.57,791
8991,FAC B0003-00001333,2021-06-30,288.98,733
8992,FAC B0003-00001334,2021-06-30,998.98,596
8993,FAC B0003-00001335,2021-06-30,411.23,596
8994,FAC B0003-00001336,2021-07-01,349.01,846
8995,FAC B0003-00001337,2021-07-03,788.2,229
8996,FAC B0003-00001338,2021-07-05,569.45,508
8997,FAC B0003-00001339,2021-07-07,149.84,625
8998,FAC B0003-00001340,2021-07-07,919.89,625
8999,FAC B0003-00001341,2021-07-10,998.98,758
9000,FAC B0003-00001342,2021-07-10,998.98,758
9001,FAC B0003-00001343,2021-07-10,390.87,758
9002,FAC B0003-00001344,2021-07-12,998.98,47
9003,FAC B0003-00001345,2021-07-12,185.72,47
9004,FAC B0003-00001346,2021-07-12,691.56,769
9005,FAC B0003-00001347,2021-07-15,998.98,229
9006,FAC B0003-00001348,2021-07-15,157.22,229
9007,FAC B0003-00001349,2021-07-20,584.87,541
9008,FAC B0003-00001350,2021-07-29,998.98,538
9009,FAC B0003-00001351,2021-07-29,688.78,538
9010,FAC B0003-00001352,2021-07-29,5.31,354
9011,FAC B0003-00001353,2021-07-29,349.02,354
9012,FAC B0003-00001354,2021-07-30,998.98,791
9013,FAC B0003-00001355,2021-07-30,998.98,791
9014,FAC B0003-00001356,2021-07-30,542.57,791
9015,FAC B0003-00001357,2021-07-30,62.93,596
9016,FAC B0003-00001358,2021-07-30,349.66,733
9017,FAC B0003-00001359,2021-08-04,998.98,209
9018,FAC B0003-00001360,2021-08-04,500.03,209
9019,FAC B0003-00001361,2021-08-09,998.98,758
9020,FAC B0003-00001362,2021-08-09,998.98,758
9021,FAC B0003-00001363,2021-08-09,390.87,758
9022,FAC B0003-00001364,2021-08-10,136.57,47
9023,FAC B0003-00001365,2021-08-11,233.49,463
9024,FAC B0003-00001366,2021-08-11,998.98,747
9025,FAC B0003-00001367,2021-08-11,4.23,747
9026,FAC B0003-00001368,2021-08-17,998.98,758
9027,FAC B0003-00001369,2021-08-17,998.98,758
9028,FAC B0003-00001370,2021-08-17,390.87,758
9029,FAC B0003-00001371,2021-08-17,523.51,769
9030,FAC B0003-00001372,2021-08-19,998.98,209
9031,FAC B0003-00001373,2021-08-19,831.53,209
9032,FAC B0003-00001374,2021-08-19,950.37,209
9033,FAC B0003-00001375,2021-08-25,108.76,588
9034,FAC B0003-00001376,2021-08-25,936.21,588
9035,FAC B0003-00001377,2021-08-27,553.68,354
9036,FAC B0003-00001378,2021-08-30,998.98,596
9037,FAC B0003-00001379,2021-08-30,348.29,596
9038,FAC B0003-00001380,2021-08-31,998.98,791
9039,FAC B0003-00001381,2021-08-31,897.14,791
9040,FAC B0003-00001382,2021-08-31,998.98,791
9041,FAC B0003-00001383,2021-08-31,378.41,791
9042,FAC B0003-00001384,2021-08-31,661.66,538
9043,FAC B0003-00001385,2021-08-31,432.11,538
9044,FAC B0003-00001386,2021-08-31,701.66,75
9045,FAC B0003-00001387,2021-09-01,224.98,733
9046,FAC B0003-00001388,2021-09-07,465.52,625
9047,FAC B0003-00001389,2021-09-10,252.61,463
9048,FAC B0003-00001390,2021-09-10,998.98,463
9049,FAC B0003-00001391,2021-09-10,998.98,463
9050,FAC B0003-00001392,2021-09-10,998.98,463
9051,FAC B0003-00001393,2021-09-10,998.98,463
9052,FAC B0003-00001394,2021-09-10,998.98,463
9053,FAC B0003-00001395,2021-09-10,998.98,463
9054,FAC B0003-00001396,2021-09-10,998.98,463
9055,FAC B0003-00001397,2021-09-10,331.41,463
9056,FAC B0003-00001398,2021-09-13,877.12,747
9057,FAC B0003-00001399,2021-09-27,39.08,596
9058,FAC B0003-00001400,2021-09-27,998.98,596
9059,FAC B0003-00001401,2021-09-27,998.98,596
9060,FAC B0003-00001402,2021-09-27,998.98,596
9061,FAC B0003-00001403,2021-09-27,998.98,596
9062,FAC B0003-00001404,2021-09-27,998.98,596
9063,FAC B0003-00001405,2021-09-27,998.98,596
9064,FAC B0003-00001406,2021-09-27,998.98,596
9065,FAC B0003-00001407,2021-09-27,998.98,596
9066,FAC B0003-00001408,2021-09-27,998.98,596
9067,FAC B0003-00001409,2021-09-27,998.98,596
9068,FAC B0003-00001410,2021-09-27,998.98,596
9069,FAC B0003-00001411,2021-09-27,998.98,596
9070,FAC B0003-00001412,2021-09-27,998.98,596
9071,FAC B0003-00001413,2021-09-27,998.98,596
9072,FAC B0003-00001414,2021-09-27,998.98,596
9073,FAC B0003-00001415,2021-09-27,998.98,596
9074,FAC B0003-00001416,2021-09-27,998.98,596
9075,FAC B0003-00001417,2021-09-27,998.98,596
9076,FAC B0003-00001418,2021-09-27,998.98,596
9077,FAC B0003-00001419,2021-09-27,998.98,596
9078,FAC B0003-00001420,2021-09-27,998.98,596
9079,FAC B0003-00001421,2021-09-27,998.98,596
9080,FAC B0003-00001422,2021-09-27,998.98,596
9081,FAC B0003-00001423,2021-09-27,998.98,596
9082,FAC B0003-00001424,2021-09-27,998.98,596
9083,FAC B0003-00001425,2021-09-27,998.98,596
9084,FAC B0003-00001426,2021-09-27,998.98,596
9085,FAC B0003-00001427,2021-09-27,998.98,596
9086,FAC B0003-00001428,2021-09-27,350.64,596
9087,FAC B0003-00001429,2021-09-27,466.03,354
9088,FAC B0003-00001430,2021-09-29,863.05,354
9089,FAC B0003-00001431,2021-09-30,998.98,791
9090,FAC B0003-00001432,2021-09-30,688.17,791
9091,FAC B0003-00001433,2021-09-30,422.94,538
9092,FAC B0003-00001434,2021-10-01,426.54,75
9093,FAC B0003-00001435,2021-10-07,998.98,47
9094,FAC B0003-00001436,2021-10-07,484.65,47
9095,FAC B0003-00001437,2021-10-07,561.25,47
9096,FAC B0003-00001438,2021-10-14,291.97,625
9097,FAC B0003-00001439,2021-10-20,538.49,324
9098,FAC B0003-00001440,2021-10-25,422.77,541
9099,FAC B0003-00001441,2021-10-25,554.85,541
9100,FAC B0003-00001442,2021-10-27,56.31,354
9101,FAC B0003-00001443,2021-10-30,933.03,538
9102,FAC B0003-00001444,2021-10-30,201.58,657
9103,FAC B0003-00001445,2021-10-30,998.98,657
9104,FAC B0003-00001446,2021-10-30,231.06,657
9105,FAC B0003-00001447,2021-11-02,329.04,324
9106,FAC B0003-00001448,2021-11-02,506.17,324
9107,FAC B0003-00001449,2021-11-02,998.98,791
9108,FAC B0003-00001450,2021-11-02,998.98,791
9109,FAC B0003-00001451,2021-11-02,949.87,791
9110,FAC B0003-00001452,2021-11-02,515.5,791
9111,FAC B0003-00001453,2021-11-03,998.98,846
9112,FAC B0003-00001454,2021-11-03,66.33,846
9113,FAC B0003-00001455,2021-11-10,998.98,747
9114,FAC B0003-00001456,2021-11-10,863.8,747
9115,FAC B0003-00001457,2021-11-18,971.42,508
9116,FAC B0003-00001458,2021-11-19,938.14,541
9117,FAC B0003-00001459,2021-11-30,998.98,791
9118,FAC B0003-00001460,2021-11-30,595.7,791
9119,FAC B0003-00001461,2021-12-03,357.7,657
9120,FAC B0003-00001462,2021-12-03,475.5,625
9121,FAC B0003-00001463,2021-12-03,998.98,846
9122,FAC B0003-00001464,2021-12-03,445.98,846
9123,FAC B0003-00001465,2021-12-03,17.55,747
9124,FAC B0003-00001466,2021-12-13,998.98,463
9125,FAC B0003-00001467,2021-12-13,4.64,463
9126,FAC B0003-00001468,2021-12-17,896.57,657
9127,FAC B0003-00001469,2021-12-20,151.67,508
9128,FAC B0003-00001470,2021-12-20,329.65,508
9129,FAC B0003-00001471,2021-12-20,836.44,769
9130,FAC B0003-00001472,2021-12-20,560.27,769
9131,FAC B0003-00001473,2021-12-21,998.98,538
9132,FAC B0003-00001474,2021-12-21,998.98,538
9133,FAC B0003-00001475,2021-12-21,19.65,538
9134,FAC B0003-00001476,2021-12-22,998.98,47
9135,FAC B0003-00001477,2021-12-22,484.65,47
9136,FAC B0003-00001478,2021-12-22,5.95,47
9137,FAC B0003-00001479,2021-12-27,654.08,324
9138,FAC B0003-00001480,2021-12-27,864.06,541
9139,FAC B0003-00001481,2021-12-30,998.98,791
9140,FAC B0003-00001482,2021-12-30,998.98,791
9141,FAC B0003-00001483,2021-12-30,626.07,791
9142,FAC B0003-00001484,2022-01-05,577.0,846
9143,FAC B0003-00001485,2022-01-07,97.92,747
9144,FAC B0003-00001486,2022-01-10,651.12,75
9145,FAC B0003-00001487,2022-01-31,998.98,791
9146,FAC B0003-00001488,2022-01-31,877.33,791
9147,FAC B0003-00001489,2022-01-31,998.98,791
9148,FAC B0003-00001490,2022-01-31,998.98,791
9149,FAC B0003-00001491,2022-01-31,108.44,791
9150,FAC B0003-00001492,2022-01-31,422.9,769
9151,FAC B0003-00001493,2022-02-01,150.89,769
9152,FAC B0003-00001494,2022-02-02,998.98,324
9153,FAC B0003-00001495,2022-02-02,102.42,324
9154,FAC B0003-00001496,2022-02-02,998.98,47
9155,FAC B0003-00001497,2022-02-02,103.4,47
9156,FAC B0003-00001498,2022-02-02,998.98,47
9157,FAC B0003-00001499,2022-02-02,194.76,47
9158,FAC B0003-00001500,2022-02-02,753.97,508
9159,FAC B0003-00001501,2022-02-02,381.24,47
9160,FAC B0003-00001502,2022-02-08,477.09,75
9161,FAC B0003-00001503,2022-02-11,998.98,747
9162,FAC B0003-00001504,2022-02-11,783.45,747
9163,FAC B0003-00001505,2022-02-26,998.98,791
9164,FAC B0003-00001506,2022-02-26,707.99,791
9165,FAC B0003-00001507,2022-03-29,998.98,324
9166,FAC B0003-00001508,2022-03-29,835.91,324
9167,FAC B0003-00001509,2022-04-02,998.98,791
9168,FAC B0003-00001510,2022-04-02,219.23,791
9169,FAC B0003-00001511,2022-04-02,998.98,791
9170,FAC B0003-00001512,2022-04-02,998.98,791
9171,FAC B0003-00001513,2022-04-02,9.61,791
9172,FAC B0003-00001514,2022-04-05,102.87,846
9173,FAC B0003-00001515,2022-04-11,50.27,747
9174,FAC B0003-00001516,2022-04-20,460.5,324
9175,FAC B0003-00001517,2022-04-21,852.23,541
9176,FAC B0003-00001518,2022-04-21,925.31,541
9177,FAC B0003-00001519,2022-04-28,998.98,791
9178,FAC B0003-00001520,2022-04-28,998.98,791
9179,FAC B0003-00001521,2022-04-28,367.08,791
9180,FAC B0003-00001522,2022-05-05,451.41,75
9181,FAC B0003-00001523,2022-05-16,998.98,769
9182,FAC B0003-00001524,2022-05-16,998.98,769
9183,FAC B0003-00001525,2022-05-16,675.74,769
9184,FAC B0003-00001526,2022-05-19,998.98,541
9185,FAC B0003-00001527,2022-05-19,324.41,541
9186,FAC B0003-00001528,2022-06-15,49.33,541
9187,FAC B0003-00001529,2022-06-21,676.8,75
9188,FAC B0003-00001530,2022-06-21,998.98,769
9189,FAC B0003-00001531,2022-06-21,223.57,769
9190,FAC B0003-00001532,2022-06-21,236.91,769
9191,FAC B0099-00000001,2016-01-20,49.0,882
9192,FAC B0099-00000002,2016-03-04,213.49,617
9193,FAC B0099-00000003,2016-03-04,998.98,394
9194,FAC B0099-00000004,2016-03-04,998.98,394
9195,FAC B0099-00000005,2016-03-04,133.46,394
9196,FAC B0099-00000006,2016-03-04,940.44,209
9197,FAC B0099-00000007,2016-02-04,500.44,357
9198,FAC B0099-00000008,2016-02-09,998.98,459
9199,FAC B0099-00000009,2016-02-09,413.59,459
9200,FAC B0099-00000010,2016-02-09,699.99,730
9201,FAC B0099-00000011,2016-03-07,939.72,353
9202,FAC B0099-00000012,2016-04-12,998.98,669
9203,FAC B0099-00000013,2016-04-12,0.99,669
9204,FAC B0099-00000014,2016-04-12,499.99,767
9205,FAC B0099-00000015,2016-05-09,998.98,757
9206,FAC B0099-00000016,2016-05-09,129.85,757
9207,FAC B0099-00000017,2016-05-09,568.44,665
9208,FAC B0099-00000018,2016-05-10,998.98,849
9209,FAC B0099-00000019,2016-05-10,411.65,849
9210,FAC B0099-00000020,2016-05-10,939.71,204
9211,FAC B0099-00000021,2016-05-10,998.98,909
9212,FAC B0099-00000022,2016-05-10,129.13,909
9213,FAC B0099-00000023,2016-05-10,600.58,713
9214,FAC B0099-00000024,2016-05-13,975.16,780
9215,FAC B0099-00000025,2016-05-18,499.99,186
9216,FAC B0099-00000026,2016-05-18,998.98,702
9217,FAC B0099-00000027,2016-05-18,0.99,702
9218,FAC B0099-00000028,2016-05-30,499.99,548
9219,FAC B0099-00000029,2016-05-30,998.98,643
9220,FAC B0099-00000030,2016-05-30,0.99,643
9221,FAC B0099-00000031,2016-07-15,108.99,882
9222,FAC B0099-00000032,2016-11-08,998.98,81
9223,FAC B0099-00000033,2016-11-08,456.87,81
9224,FAC B0099-00000034,2016-11-08,998.98,254
9225,FAC B0099-00000035,2016-11-08,189.88,254
9226,FAC B0099-00000036,2016-11-08,998.98,846
9227,FAC B0099-00000037,2016-11-08,317.58,846
9228,FAC B0099-00000038,2016-11-09,971.42,503
9229,FAC B0099-00000039,2016-12-05,1.06,313
9230,FAC B0099-00000040,2017-03-11,0.99,221
9231,FAC B0099-00000041,2017-06-07,0.99,818
9232,FAC B0099-00000042,2017-06-09,540.99,554
9233,FAC B0099-00000043,2017-06-29,998.98,581
9234,FAC B0099-00000044,2017-06-30,83.99,388
9235,FAC B0099-00000045,2017-07-06,126.98,674
9236,FAC B0099-00000046,2017-07-11,34.99,327
9237,FAC B0099-00000047,2017-07-11,34.99,562
9238,FAC B0099-00000048,2017-07-11,0.99,206
9239,FAC B0099-00000049,2017-07-11,28.99,615
9240,FAC B0099-00000050,2017-07-26,236.09,624
9241,FAC B0099-00000051,2017-07-31,998.98,76
9242,FAC B0099-00000052,2017-08-08,127.99,554
9243,FAC B0099-00000053,2017-09-04,38.99,879
9244,FAC B0099-00000054,2017-09-05,397.99,55
9245,FAC B0099-00000055,2017-09-06,201.99,614
9246,FAC B0099-00000056,2017-09-06,0.99,206
9247,FAC B0099-00000057,2017-09-25,57.99,678
9248,FAC B0099-00000058,2017-10-04,287.99,655
9249,FAC B0099-00000059,2017-10-07,261.98,16
9250,FAC B0099-00000060,2017-10-31,75.98,580
9251,FAC B0099-00000061,2017-11-01,82.0,610
9252,FAC B0099-00000062,2017-11-06,50.98,902
9253,FAC B0099-00000063,2017-11-13,213.98,116
9254,FAC B0099-00000064,2017-11-13,43.99,720
9255,FAC B0099-00000065,2017-11-14,445.99,87
9256,FAC B0099-00000066,2017-11-14,445.99,435
9257,FAC B0099-00000067,2017-11-15,191.99,871
9258,FAC B0099-00000068,2017-11-15,407.99,554
9259,FAC B0099-00000069,2017-11-15,47.98,655
9260,FAC B0099-00000070,2017-11-21,94.99,703
9261,FAC B0099-00000071,2017-12-06,268.99,328
9262,FAC B0099-00000072,2017-12-12,41.99,204
9263,FAC B0099-00000073,2017-12-12,87.99,181
9264,FAC B0099-00000074,2017-12-14,46.01,610
9265,FAC B0099-00000075,2017-12-29,253.67,485
9266,FAC B0099-00000076,2018-01-11,84.99,469
9267,FAC B0099-00000077,2018-01-12,46.99,404
9268,FAC B0099-00000078,2018-01-19,173.99,180
9269,FAC B0099-00000079,2018-01-22,998.98,516
9270,FAC B0099-00000080,2018-02-01,0.99,679
9271,FAC B0099-00000081,2018-02-02,94.99,677
9272,FAC B0099-00000082,2018-02-05,0.99,512
9273,FAC B0099-00000083,2018-02-10,698.99,928
9274,FAC B0099-00000084,2018-02-16,109.98,640
9275,FAC B0099-00000085,2018-02-16,49.99,640
9276,FAC B0099-00000086,2018-02-16,398.99,817
9277,FAC B0099-00000087,2018-02-19,26.99,249
9278,FAC B0099-00000088,2018-02-20,698.99,303
9279,FAC B0099-00000089,2018-02-22,819.04,609
9280,FAC B0099-00000090,2018-03-02,137.98,949
9281,FAC B0099-00000091,2018-03-03,173.06,151
9282,FAC B0099-00000092,2018-03-03,0.99,392
9283,FAC B0099-00000093,2018-03-03,151.98,585
9284,FAC B0099-00000094,2018-03-05,148.99,116
9285,FAC B0099-00000095,2018-03-06,446.99,303
9286,FAC B0099-00000096,2018-03-06,79.49,181
9287,FAC B0099-00000097,2018-03-06,398.99,33
9288,FAC B0099-00000098,2018-03-06,867.99,16
9289,FAC B0099-00000099,2018-03-08,294.51,796
9290,FAC B0099-00000100,2018-03-12,37.99,524
9291,FAC B0099-00000101,2018-03-13,43.99,619
9292,FAC B0099-00000102,2018-03-19,158.99,879
9293,FAC B0099-00000103,2018-03-23,146.99,929
9294,FAC B0099-00000104,2018-03-23,266.99,557
9295,FAC B0099-00000105,2018-04-03,498.99,614
9296,FAC B0099-00000106,2018-04-04,296.74,709
9297,FAC B0099-00000107,2018-04-05,898.99,959
9298,FAC B0099-00000108,2018-04-06,372.49,60
9299,FAC B0099-00000109,2018-04-06,351.98,328
9300,FAC B0099-00000110,2018-04-06,187.99,291
9301,FAC B0099-00000111,2018-04-06,278.49,16
9302,FAC B0099-00000112,2018-04-07,262.49,411
9303,FAC B0099-00000113,2018-04-10,482.99,392
9304,FAC B0099-00000114,2018-04-10,997.99,33
9305,FAC B0099-00000115,2018-04-11,39.99,588
9306,FAC B0099-00000116,2018-04-16,133.69,789
9307,FAC B0099-00000117,2018-04-16,99.99,101
9308,FAC B0099-00000118,2018-04-20,98.49,246
9309,FAC B0099-00000119,2018-04-23,330.49,929
9310,FAC B0099-00000120,2018-04-25,19.98,551
9311,FAC B0099-00000121,2018-04-26,130.49,817
9312,FAC B0099-00000122,2018-05-04,0.99,604
9313,FAC B0099-00000123,2018-05-07,24.24,774
9314,FAC B0099-00000124,2018-05-09,47.98,815
9315,FAC B0099-00000125,2018-05-11,39.99,355
9316,FAC B0099-00000126,2018-05-11,34.99,779
9317,FAC B0099-00000127,2018-05-11,19.98,870
9318,FAC B0099-00000128,2018-05-11,84.99,90
9319,FAC B0099-00000129,2018-05-11,44.99,846
9320,FAC B0099-00000130,2018-05-14,0.99,890
9321,FAC B0099-00000131,2018-05-14,144.99,640
9322,FAC B0099-00000132,2018-05-14,9.87,522
9323,FAC B0099-00000133,2018-05-16,187.48,667
9324,FAC B0099-00000134,2018-05-17,12.99,387
9325,FAC B0099-00000135,2018-05-19,45.49,57
9326,FAC B0099-00000136,2018-05-21,323.98,929
9327,FAC B0099-00000137,2018-05-21,75.49,928
9328,FAC B0099-00000138,2018-05-22,96.31,789
9329,FAC B0099-00000139,2018-05-23,35.31,236
9330,FAC B0099-00000140,2018-05-28,306.98,359
9331,FAC B0099-00000141,2018-05-29,415.36,482
9332,FAC B0099-00000142,2018-05-31,138.19,508
9333,FAC B0099-00000143,2018-06-01,898.99,520
9334,FAC B0099-00000144,2018-06-02,93.49,296
9335,FAC B0099-00000145,2018-06-04,798.99,863
9336,FAC B0099-00000146,2018-06-07,598.99,899
9337,FAC B0099-00000147,2018-06-07,75.98,106
9338,FAC B0099-00000148,2018-06-07,0.99,441
9339,FAC B0099-00000149,2018-06-11,17.49,122
9340,FAC B0099-00000150,2018-06-12,39.99,136
9341,FAC B0099-00000151,2018-06-12,84.99,3
9342,FAC B0099-00000152,2018-06-13,62.99,404
9343,FAC B0099-00000153,2018-06-14,254.37,102
9344,FAC B0099-00000154,2018-06-15,998.98,929
9345,FAC B0099-00000155,2018-06-15,46.48,929
9346,FAC B0099-00000156,2018-06-15,144.99,640
9347,FAC B0099-00000157,2018-06-15,4.99,233
9348,FAC B0099-00000158,2018-06-19,114.99,198
9349,FAC B0099-00000159,2018-06-21,752.89,780
9350,FAC B0099-00000160,2018-06-22,0.99,80
9351,FAC B0099-00000161,2018-06-26,998.98,356
9352,FAC B0099-00000162,2018-07-02,141.09,508
9353,FAC B0099-00000163,2018-07-02,9.49,874
9354,FAC B0099-00000164,2018-07-02,45.49,641
9355,FAC B0099-00000165,2018-07-03,0.99,352
9356,FAC B0099-00000166,2018-07-04,0.99,851
9357,FAC B0099-00000167,2018-07-04,843.49,557
9358,FAC B0099-00000168,2018-07-04,843.49,557
9359,FAC B0099-00000169,2018-07-05,34.99,157
9360,FAC B0099-00000170,2018-07-10,107.49,122
9361,FAC B0099-00000171,2018-07-10,341.25,359
9362,FAC B0099-00000172,2018-07-11,626.99,296
9363,FAC B0099-00000173,2018-07-11,4.99,176
